Base Postcode,Base Latitude,Base Longitude,Postcode,Latitude,Longitude
EX5 1EW,50.6996,-3.39139,BA21 3UL,50.953009,-2.665219
EX5 1EW,50.6996,-3.39139,BA21 3UN,50.953953,-2.667084
EX5 1EW,50.6996,-3.39139,BA21 3UP,50.954696,-2.667478
EX5 1EW,50.6996,-3.39139,BA21 3UQ,50.95168,-2.658523
EX5 1EW,50.6996,-3.39139,BA21 3UR,50.954948,-2.666088
EX5 1EW,50.6996,-3.39139,BA21 3US,50.953944,-2.665203
EX5 1EW,50.6996,-3.39139,BA21 3UT,50.954511,-2.665427
EX5 1EW,50.6996,-3.39139,BA21 3UU,50.953677,-2.6698
EX5 1EW,50.6996,-3.39139,BA21 3UW,50.95383,-2.666298
EX5 1EW,50.6996,-3.39139,BA21 3UX,50.954229,-2.668895
EX5 1EW,50.6996,-3.39139,BA21 3UY,50.953625,-2.670938
EX5 1EW,50.6996,-3.39139,BA21 3UZ,50.954427,-2.670336
EX5 1EW,50.6996,-3.39139,BA21 3WA,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3WB,50.951689,-2.658452
EX5 1EW,50.6996,-3.39139,BA21 3WG,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3WW,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3WX,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3WY,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3WZ,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3XA,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3XN,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3XU,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3XW,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3XX,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3XY,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3XZ,50.941537,-2.639065
EX5 1EW,50.6996,-3.39139,BA21 3YA,50.948708,-2.670424
EX5 1EW,50.6996,-3.39139,BA21 3YB,50.941537,-2.639065
